name,city,address,phone,website,domain,rating,reviews,category,email,facebook,instagram,linkedin,email2,phone2
La Paranza,"Taranto, Italy","Via Cariati, 68, 74123 Taranto TA, Italy",099 460 8328,http://www.laparanzataranto.it/,laparanzataranto.it,4.2,2336.0,restaurant,info@laparanzataranto.it,https://www.facebook.com/ristorantelaparanzataranto,https://www.instagram.com/laparanzataranto/,,"info@salmonize.com, info@laparanzataranto.it","+390994608328, 0781612974, 01294851"
Margaret - Pizza Restaurant Drink,"Taranto, Italy","Via del Faro, 44, 74122 Taranto TA, Italy",339 825 7895,https://instagram.com/margaret_pizzarestaurant?igshid=MzRlODBiNWFlZA==,instagram.com,4.1,511.0,restaurant,,,,,,
La Tana Del Blasco,"Taranto, Italy","Corso Piemonte, 61, 74121 Taranto TA, Italy",099 732 8007,https://m.facebook.com/latanadelblascotaranto/,m.facebook.com,4.0,368.0,restaurant,,https://m.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,0260493519783
Rosticceria Doro,"Taranto, Italy","Via Federico di Palma, 74, 74123 Taranto TA, Italy",099 641 3113,https://disv.it/RosticceriaDoro,disv.it,4.4,423.0,restaurant,,,,,,
Muurger,"Taranto, Italy","Via Tre Fontane, 22, 74122 Lama TA, Italy",,https://www.instagram.com/muurgerr/,instagram.com,4.5,10.0,restaurant,,,,,,
MAD Restaurant,"Taranto, Italy","Viale Magna Grecia, 120, 74121 Taranto TA, Italy",329 559 9962,https://www.instagram.com/mad_restaurant_ta/,instagram.com,4.7,116.0,restaurant,,,,,,
Passione Restaurant Osteria e Pasteria,"Taranto, Italy","Via Giacomo Matteotti, 14, 74123 Taranto TA, Italy",376 190 3409,http://www.passioneinpasta.it/,passioneinpasta.it,4.6,431.0,restaurant,,,,,,
Centralino n1,"Taranto, Italy","Via Salinella, 43, 74121 Taranto TA, Italy",,,,5.0,1.0,restaurant,,,,,,
Fabulà Mozzarella Restaurant,"Taranto, Italy","Via Giacomo Matteotti, 20, 74123 Taranto TA, Italy",353 419 2002,https://pro.pns.sm/3b0xtog,pro.pns.sm,4.5,587.0,restaurant,,,,,,
Claudio Pink Restaurant Pizzeria dal 1991,"Taranto, Italy","Viale Jonio, 473, 74100 Taranto TA, Italy",099 733 2487,,,4.1,1200.0,restaurant,,,,,,
Restaurant Giando,"Taranto, Italy","Viale Magna Grecia, 437, 74121 Taranto TA, Italy",349 449 4769,http://www.ristorantegiandotaranto.com/,ristorantegiandotaranto.com,4.2,872.0,restaurant,,,,,,
Core Restaurant,"Taranto, Italy","Via Niccolò Tommaso d'Aquino, 8, 74123 Taranto TA, Italy",345 331 4249,,,4.3,263.0,restaurant,,,,,,
Franky Experience by Santa Caterina Taranto,"Taranto, Italy","Viale Magna Grecia, 94, 74121 Taranto TA, Italy",099 735 1766,https://www.frankyexperience.it/,frankyexperience.it,4.5,760.0,restaurant,info@frankyexperience.it,,,,info@frankyexperience.it,"0490-0491, 08 42 237 42, 04 846 783 84"
Sakura Japanese restaurant,"Taranto, Italy","Lungomare V. Emanuele III, 29, 74123 Taranto TA, Italy",320 095 4057,http://www.sakura-taranto.it/,sakura-taranto.it,4.2,1356.0,restaurant,,,,,,
Primovino,"Taranto, Italy","Via Galileo Galilei, 26, 74121 Taranto TA, Italy",340 855 5840,,,4.5,398.0,restaurant,,,,,,
Mio Fusion Restaurant,"Taranto, Italy","C.so Due Mari, 8, 74123 Taranto TA, Italy",380 369 1881,,,4.5,850.0,restaurant,,,,,,
Al Faro Hotel Restaurant Masseria Saraceno,"Taranto, Italy","Via della Pineta, 5, 74100 Taranto TA, Italy",099 471 4444,http://www.alfarotaranto.it/,alfarotaranto.it,4.4,1378.0,restaurant,,https://www.facebook.com/p/Ristorante-Al-Faro-100063856920050/?locale=it_IT,https://www.instagram.com/alfaro_ristorantehotel/,,info@alfarotaranto.it,"024-11-03 08, 07410249, 000000000000000"
Ristò Fratelli Pesce,"Taranto, Italy","Via Porto, 18, 74123 Taranto TA, Italy",339 818 2010,https://fratellipesceristo.it/fratelli-pesce-risto/,fratellipesceristo.it,4.5,1716.0,restaurant,info@fratellipesceristo.it,https://www.facebook.com/ristofratellipesce,https://www.instagram.com/ristofratellipesce/,,info@fratellipesceristo.it,"+39 339 818 2010, +39 099 945 4474, 04 248 504 11"
Locanda San Giuseppe,"Taranto, Italy","Via della Torre Nova 3, Taranto, Italia Adiacente chiesa San Giuseppe, 74123 Taranto TA, Italy",331 428 3468,https://www.facebook.com/locandasangiuseppetaranto/?locale=it_IT,facebook.com,4.3,1008.0,restaurant,,https://www.facebook.com/locandasangiuseppetaranto?locale=it_IT,,,,"0275329054454-, 036338179, 09537490"
Due Mari,"Taranto, Italy","Via Giacomo Matteotti, 16, 74123 Taranto TA, Italy",099 451 9178,https://www.facebook.com/Duemari1954,facebook.com,4.5,937.0,restaurant,,https://www.facebook.com/Duemari1954,,,,"029281463021496, 036338179, 01697877"
Fratelli Filetto - Osteria Moderna,"Taranto, Italy","Via Pitagora, 18, 74122 Taranto TA, Italy",351 987 5811,http://www.fratellifiletto.it/,fratellifiletto.it,4.4,277.0,restaurant,fratellifiletto@gmail.com,https://www.facebook.com/fratellifilettotaranto,https://www.instagram.com/fratellifiletto/,,fratellifiletto@gmail.com,"025419108894, 00-200 200, 02104690899"
Old City Taranto,"Taranto, Italy","Via Cariati, 68, 74123 Taranto TA, Italy",,,,4.4,9.0,restaurant,,,,,,
Conte Ristorante e Gastronomia,"Taranto, Italy","Via Campania, 169, 74123 Taranto TA, Italy",099 222 9805,,,4.2,736.0,restaurant,,,,,,
Pizzeria La Voglia,"Taranto, Italy","Via Principe Amedeo, 358, 74121 Taranto TA, Italy",351 052 0760,,,3.8,58.0,restaurant,,,,,,
Yummy Fusion Restaurant,"Taranto, Italy","Via Margottini, 25, 74121 Taranto TA, Italy",099 779 5646,https://sleek.bio/yummy,sleek.bio,4.1,821.0,restaurant,,,,,,
Frisc’ & Mmange,"Taranto, Italy","Piazza Fontana, 6, 74123 Taranto TA, Italy",099 470 0494,https://www.instagram.com/friscemmangetaranto/,instagram.com,4.3,1463.0,restaurant,,,,,,
MOMI Taranto | Hagakure Poke & Fusion Bistrot,"Taranto, Italy","Via Domenico Acclavio, 95, 74123 Taranto TA, Italy",099 223 4050,,,4.4,395.0,restaurant,,,,,,
L’ Angolo dei Sapori,"Taranto, Italy","Corso Italia, 272, 74121 Taranto TA, Italy",392 052 4892,https://www.facebook.com/Angolodeisaporitaranto,facebook.com,4.6,262.0,restaurant,,https://www.facebook.com/login,,,,"0311116898828, 056839232, 075684469438"
Grand Cafe' New Concept,"Taranto, Italy","Via Giuseppe Sabato, 34, 74121 Taranto TA, Italy",099 339044,,,4.4,128.0,cafe,,,,,,
Caffè 84,"Taranto, Italy","Via Anfiteatro, 199, 74123 Taranto TA, Italy",099 452 7400,,,4.4,326.0,cafe,,,,,,
Cafè del Mar,"Taranto, Italy","Via Anfiteatro, 34, 74123 Taranto TA, Italy",099 946 0217,,,4.8,65.0,cafe,,,,,,
Bateau Cafè,"Taranto, Italy","Via per Massafra, 82/A, 74123 Taranto TA, Italy",388 365 8695,,,4.6,16.0,cafe,,,,,,
L'Orchidea,"Taranto, Italy","Via Salinella, 60, 74121 Taranto TA, Italy",099 736 4398,https://www.facebook.com/orchideaTA/,facebook.com,4.0,1139.0,cafe,,https://www.facebook.com/login,,,,"056839232, 075684469438, 036338179"
ALCHIMIA CAFFETTERIA da Sara,"Taranto, Italy","Via Salvo D'Acquisto, 1, 74122 Taranto TA, Italy",375 826 1767,https://www.scoprendolapuglia.it/it/attivita/2327-alchimia-da-sara.html,scoprendolapuglia.it,4.6,154.0,cafe,,https://www.facebook.com/scoprendolapugliafood/,https://www.instagram.com/scoprendolapuglia/?hl=it,,,"+39 3758261767, 01900002, 0250915174039"
Zacapa RistoCafe e Pizzeria,"Taranto, Italy","Via Pisa, 4, 74121 Taranto TA, Italy",099 231 0901,https://zacapapizzeriabebtaranto.it/,zacapapizzeriabebtaranto.it,4.1,2395.0,cafe,zacapabb@gmail.com,,,,zacapabb@gmail.com,"03577-768, 00 288 817 28, 02 0 0 0 195"
Royal,"Taranto, Italy","Viale Virgilio, 57/D, 74121 Taranto TA, Italy",099 330447,http://www.royalbar.it/,royalbar.it,4.3,739.0,cafe,mv@a.NB,,,,"mv@a.NB, rc@f.qXnc","0052249818 0000, 0005383312 0000, 0000051246 0000"
Zacapa 2,"Taranto, Italy","Via Lago di Pergusa, 66, 74100 Taranto TA, Italy",099 464 2998,https://zacapapizzeriabebtaranto.it/,zacapapizzeriabebtaranto.it,4.3,689.0,cafe,zacapabb@gmail.com,,,,zacapabb@gmail.com,"03577-768, 00 288 817 28, 02 0 0 0 195"
Just Cafè,"Taranto, Italy","Piazzale Bestat, 26, 74121 Taranto TA, Italy",371 426 2813,,,3.9,44.0,cafe,,,,,,
Mana’ Lab,"Taranto, Italy","Corso Italia, 69, 74121 Taranto TA, Italy",099 221 4346,,,5.0,23.0,cafe,,,,,,
Come Vuoi,"Taranto, Italy","Via per S. Giorgio, 74121 Taranto TA, Italy",351 044 4120,http://www.comevuoibaguetterie.com/,comevuoibaguetterie.com,3.7,23.0,cafe,,,,,,"03026770739, 010118107"
Ponty Cafè,"Taranto, Italy","Corso Vittorio Emanuele II, 348, 74122 Taranto TA, Italy",351 588 7172,,,4.6,180.0,cafe,,,,,,
Luna Blu Cafe’,"Taranto, Italy","V.le Liguria, 87/A, 74121 Taranto TA, Italy",331 177 4855,,,4.7,60.0,cafe,,,,,,
Elysium - bistrot-Lounge Bar,"Taranto, Italy","Via Giuseppe Garibaldi, 52, 74123 Taranto TA, Italy",099 593 3062,https://www.facebook.com/elysiumbartaranto,facebook.com,4.7,78.0,cafe,,https://www.facebook.com/login,,,,"056839232, 075684469438, 036338179"
Bar Il Caffè,"Taranto, Italy","V.le Liguria, 123, 74121 Taranto TA, Italy",392 811 5239,,,4.5,125.0,cafe,,,,,,
"Queen 2.0 – Bar, Aperitivi, Pizza e Cocktail a Taranto","Taranto, Italy","Via Giuseppe de Cesare, 20, 74123 Taranto TA, Italy",099 452 0856,,,4.3,725.0,cafe,,,,,,
BirrotecaPuglia,"Taranto, Italy","Via Cataldo Nitti, 14, 74123 Taranto TA, Italy",368 646 677,,,4.6,308.0,cafe,,,,,,
Siddharta Jazz Wine & Food,"Taranto, Italy","Via Giuseppe Massari, 3, 74123 Taranto TA, Italy",338 407 0647,,,4.3,101.0,cafe,,,,,,
Da Nonna Delia di Blandamura Giuseppe,"Taranto, Italy","Via Solito, 34, 74121 Taranto TA, Italy",380 681 2258,http://nonnadelia.webs.com/,nonnadelia.webs.com,4.2,119.0,cafe,,,,,,
Istanbul Kebab,"Taranto, Italy","Via Regina Margherita, 24, 74123 Taranto TA, Italy",328 531 0081,,,4.3,106.0,cafe,,,,,,
BAS Cafe Bistro,"Taranto, Italy","Circonvallazione dei Fiori, 255/M, 74122 Taranto TA, Italy",099 400 2288,http://birrabas.it/,birrabas.it,4.5,165.0,cafe,,https://www.facebook.com/birra.bas/,,,,"039 0-192-85, 08758530, 07 128-128 12"
HUB cafè - food & drink,"Taranto, Italy","Via Cataldo Nitti, 62/a, 74123 Taranto TA, Italy",345 415 3563,,,4.6,153.0,cafe,,,,,,
La Bohemia,"Taranto, Italy","74121 Taranto, Province of Taranto, Italy",,,,4.0,1.0,cafe,,,,,,
MADE IN SUD,"Taranto, Italy","Via Salvo D'Acquisto, 37, 74122 Taranto TA, Italy",099 593 8260,http://madeinsudpizza.it/,madeinsudpizza.it,4.0,752.0,cafe,madeinsudpizzataranto@gmail.com,,,,madeinsudpizzataranto@gmail.com,"023942809244475, 04730888938004, 08650550"
Braciami by fugazzaro,"Taranto, Italy","Via Carlo Cacace, 298, 74122 Taranto TA, Italy",389 154 6668,,,4.2,312.0,cafe,,,,,,
Armí,"Taranto, Italy","Via Cataldo Nitti, 42, 74123 Taranto TA, Italy",347 372 5184,,,4.6,250.0,cafe,,,,,,
Moleque - comida de rua,"Taranto, Italy","Via Giuseppe Massari, 13, 74123 Taranto TA, Italy",334 590 3089,https://www.moleque.it/,moleque.it,4.8,91.0,cafe,,,https://www.instagram.com/moleque_taranto/,,,"05631776585-102, 016997577419, 04121123176"
Dottor Panzerotto,"Taranto, Italy","Via Ciro Giovinazzi, 59, 74123 Taranto TA, Italy",366 389 8344,,,4.5,960.0,cafe,,,,,,
D'asporto,"Taranto, Italy","74121 Taranto, Province of Taranto, Italy",,,,4.5,2.0,cafe,,,,,,
Antichi sapori,"Taranto, Italy","C.so Due Mari, 74123 Taranto TA, Italy",,,,5.0,1.0,cafe,,,,,,
Birrificio Artigianale Stefanelli,"Taranto, Italy","Circonvallazione dei Fiori, 255/M, 74121 Lama TA, Italy",099 400 2288,http://www.birrabas.it/,birrabas.it,4.5,90.0,cafe,,https://www.facebook.com/birra.bas/,,,,"039 0-192-85, 089318240, 00000000000002"
McDonald's Taranto Viale del Turismo,"Taranto, Italy","Viale del Turismo, 74123 Paolo VI TA, Italy",099 221 4225,https://www.mcdonalds.it/,mcdonalds.it,4.5,392.0,cafe,,,,,,
Rainbow Lounge Cafè,"Taranto, Italy","Via Bùccari, 36, 74121 Taranto TA, Italy",099 735 1723,https://www.arcobalenolounge.cafe/,arcobalenolounge.cafe,3.9,349.0,cafe,info@arcobalenolounge.cafe,https://www.facebook.com/arcobalenoloungecafe/,https://www.instagram.com/arcobalenoloungecafe/?hl=it,,info@arcobalenolounge.cafe,"05623694200519, 007234654103028, 099 735 1723"
Santa Rita,"Taranto, Italy","Via Ciro Giovinazzi, 77, 74123 Taranto TA, Italy",,,,3.5,35.0,cafe,,,,,,
Palio di Taranto,"Taranto, Italy","P.za Castello, 74123 Taranto TA, Italy",338 638 3832,,,3.6,330.0,cafe,,,,,,
Bluebay Restaurant,"Taranto, Italy","Via Mormore, 59, 74122 Taranto TA, Italy",099 994 0776,,,4.5,14.0,cafe,,,,,,
Kahuna Poke,"Taranto, Italy","Via Ciro Giovinazzi, 72a, 74123 Taranto TA, Italy",099 593 4378,,,4.4,33.0,cafe,,,,,,
Eden Bar - La Pasticceria,"Taranto, Italy","Viale Magna Grecia, 106/A, 74121 Taranto TA, Italy",099 372338,https://edenbarlapasticceria.shop/,edenbarlapasticceria.shop,4.6,1176.0,bar,contact@foodplacee.com,,,,contact@foodplacee.com,"028586906485, 07664575, +39 099 372338"
Alex Cafè,"Taranto, Italy","Lungomare V. Emanuele III, 13, 74123 Taranto TA, Italy",099 452 5216,,,4.3,296.0,bar,,,,,,
Bar Tabacchi New Paris,"Taranto, Italy","Viale Magna Grecia, 201, 74121 Taranto TA, Italy",099 730 5670,,,4.2,80.0,bar,,,,,,
Bar Vittoria Taranto,"Taranto, Italy","Via Cesare Battisti, 83 b, 74121 Taranto TA, Italy",349 115 3302,https://www.barvittoriataranto.com/,barvittoriataranto.com,4.5,111.0,bar,info.barvittoria@gmail.com,https://www.facebook.com/barvittoriataranto2,https://www.instagram.com/barvittoriataranto/,,info.barvittoria@gmail.com,"00000057, +393491153302, 07368286099656"
Bar La Gioia 2.0 - bar e pasticceria,"Taranto, Italy","Via Dante Alighieri, 148/150, 74121 Taranto TA, Italy",099 479 2945,https://www.facebook.com/BarlagioiaTaranto/,facebook.com,4.5,409.0,bar,,https://www.facebook.com/login,,,,"056839232, 075684469438, 036338179"
Tobacco Bar Ricevitoria SIMONETTI,"Taranto, Italy","Via Umbria, 186a/B C, 74121 Taranto TA, Italy",099 735 2726,,,4.4,451.0,bar,,,,,,
Bar Gran Caffè De Quarto la Torrefazione artigianale di Taranto,"Taranto, Italy","Via Medaglie d'Oro, 18, 74121 Taranto TA, Italy",350 065 3633,,,4.6,88.0,bar,,,,,,
Caffè Fadi - Caffetteria e Bar,"Taranto, Italy","Via Sannio, 28, 74121 Taranto TA, Italy",099 662 2850,,,4.3,56.0,bar,,,,,,
Baroné - Bar Pasticceria - Pizzeria Gourmet -Taranto,"Taranto, Italy","C.so Due Mari, 34/35, 36, 74123 Taranto TA, Italy",099 652 5274,https://baronetaranto.it/,baronetaranto.it,4.3,937.0,bar,info@baronetaranto.it,https://www.facebook.com/baronetaranto,https://www.instagram.com/baronetaranto/,,info@baronetaranto.it,"023329853, 021475114-768, 023329853-1024"
"IQOS PARTNER - Bar Tabacchi Simonetti di Simonetti Antonio, Taranto","Taranto, Italy","Via Alto Adige, 145, 74121 Taranto TA, Italy",099 732 4101,http://iqos.com/,iqos.com,4.5,88.0,bar,u003e@IQOS.US,https://www.facebook.com/us.iqos/,https://www.instagram.com/iqos.us/,,u003e@IQOS.US,"000-000-0000, 080-3632-5621-"
Dedo Bar,"Taranto, Italy","A, Via Cesare Battisti, 436, 74100 Taranto TA, Italy",099 593 6331,https://dedobar.it/,dedobar.it,4.4,159.0,bar,,,,,,
Bar La Veneziana,"Taranto, Italy","Viale Virgilio, 63, 74121 Taranto TA, Italy",099 376150,,,4.7,133.0,bar,,,,,,
New Bar Canada,"Taranto, Italy","Via Campania, 3/A, 74100 Taranto TA, Italy",099 736 1250,,,4.2,334.0,bar,,,,,,
Bar Trento,"Taranto, Italy","Via Anfiteatro, 22, 74123 Taranto TA, Italy",099 453 3181,,,4.5,45.0,bar,,,,,,
New Bar degli Stemmi,"Taranto, Italy","Via Tito Minniti, Via Principe Amedeo, 74121 Taranto TA, Italy",099 223 9335,,,4.7,10.0,bar,,,,,,
Bar Giardini Virgilio,"Taranto, Italy","Viale Magna Grecia, 74121 Taranto TA, Italy",099 994 5799,https://bargiardinivirgilio.shop/,bargiardinivirgilio.shop,3.6,1212.0,bar,your@email.com,,,,"localoria.com@gmail.com, your@email.com","07664575, +39 099 994 5799"
Bar Caffè Turnone,"Taranto, Italy","Viale Magna Grecia, 251, 74121 Taranto TA, Italy",391 424 3150,,,4.1,244.0,bar,,,,,,
Bar La Rosa,"Taranto, Italy","Via Dante Alighieri, 219, 74121 Taranto TA, Italy",099 458 4825,,,4.6,176.0,bar,,,,,,
Empire s.r.l.,"Taranto, Italy","Via Giuseppe Mazzini, 187, 74121 Taranto TA, Italy",099 946 0080,,,4.7,40.0,bar,,,,,,
Old Fashion Borgo,"Taranto, Italy","Via Vincenzo Pupino, 24, 74123 Taranto TA, Italy",340 192 8340,,,4.3,67.0,bar,,,,,,
Bar Ghibbio,"Taranto, Italy","Via Tito Minniti, 148, 74121 Taranto TA, Italy",320 816 8827,,,4.4,60.0,bar,,,,,,
Lounge Bar Fly,"Taranto, Italy","V.le Liguria, 61, 74121 Taranto TA, Italy",376 097 1957,,,4.2,167.0,bar,,,,,,
Homi bar,"Taranto, Italy","Via Lido Bruno, 1, 74122 Taranto TA, Italy",380 766 5597,,,4.5,87.0,bar,,,,,,
Center Bar,"Taranto, Italy","Via Alto Adige, 107, 74121 Taranto TA, Italy",099 736 1908,,,4.5,271.0,bar,,,,,,
Bar Plateja,"Taranto, Italy","Via Plateja, 38, 74121 Taranto TA, Italy",099 332532,,,4.3,75.0,bar,,,,,,
Blanco loungebar,"Taranto, Italy","Corso Italia, 253, 74121 Taranto TA, Italy",099 339893,https://www.facebook.com/blanco.loungebar.5/,facebook.com,4.0,1360.0,bar,,https://www.facebook.com/login,,,,"056839232, 075684469438, 036338179"
BAR Vip's 55,"Taranto, Italy","74121 Taranto, Province of Taranto, Italy",099 994 2916,,,4.4,35.0,bar,,,,,,
Bar del Corso,"Taranto, Italy","Corso Umberto I, 132, 74123 Taranto TA, Italy",,,,4.3,16.0,bar,,,,,,
Bar centrale,"Taranto, Italy","Via Niccolò Tommaso d'Aquino, 80, 74123 Taranto TA, Italy",327 894 1475,,,2.6,329.0,bar,,,,,,
Tavola Calda Bar,"Taranto, Italy","74123 Taranto, Province of Taranto, Italy",,,,4.6,31.0,bar,,,,,,
Dream Bar,"Taranto, Italy","Corso Italia, 270, 74121 Taranto TA, Italy",376 230 2235,,,4.8,28.0,bar,,,,,,
Mini Bar,"Taranto, Italy","Piazza Gesu Divin Lavoratore 10, Piazza Gesù Divino Lavoratore, 1-15, 74123 Taranto TA, Italy",099 471 2937,,,4.5,272.0,bar,,,,,,
Bar del Tempo,"Taranto, Italy","Via Napoli, 74123 Taranto TA, Italy",320 491 4559,,,2.9,51.0,bar,,,,,,
Bar Gastronomia Oliver,"Taranto, Italy","Viale Magna Grecia, 327, 74100 Taranto TA, Italy",099 223 3249,,,4.1,40.0,bar,,,,,,
ALLIS BAR TABACCHI,"Taranto, Italy","Viale Unità d'Italia, 123, 74121 Taranto TA, Italy",099 994 3339,,,4.7,21.0,bar,,,,,,
Ricky Bar,"Taranto, Italy","Via Umbria, 118, 74121 Taranto TA, Italy",099 730 2808,,,4.2,51.0,bar,,,,,,
Bar Mediterraneo - Talsano,"Taranto, Italy","Viale Europa, 201, 74122 Taranto TA, Italy",,http://www.barmediterraneo.it/,barmediterraneo.it,4.3,319.0,bar,,https://www.facebook.com/BarMediterraneoTalsano,https://www.instagram.com/barmediterraneotalsano/,,,"070093358734833, 06322816, 0598777608048"
Winning Bar Srl,"Taranto, Italy","V.le Liguria, 14, 74121 Taranto TA, Italy",099 737 5781,,,3.8,351.0,bar,,,,,,
Bar Tre Palle di Costantino Antonio,"Taranto, Italy","Via Ciro Giovinazzi, 17, 74123 Taranto TA, Italy",099 400 1559,,,4.2,19.0,bar,,,,,,
American Bar,"Taranto, Italy","Viale Virgilio, 1, 74123 Taranto TA, Italy",099 452 0143,,,4.1,126.0,bar,,,,,,
Mary Bar,"Taranto, Italy","Via Generale Giorgio Basta, 25, 74123 Taranto TA, Italy",099 471 4372,,,4.7,14.0,bar,,,,,,
Bar K2,"Taranto, Italy","Via Giuseppe Mazzini, 170, 74123 Taranto TA, Italy",099 452 5128,,,3.6,34.0,bar,,,,,,
Bar palomba di matteo marotta & c. Snc,"Taranto, Italy","Via Cariati, 16, 74123 Taranto TA, Italy",099 470 7940,,,4.1,80.0,bar,,,,,,
Bar Crema Caffè,"Taranto, Italy","Piazza Giorgio Giorgis, 4, 74122 Taranto TA, Italy",,,,5.0,5.0,bar,,,,,,
Aurora bar,"Taranto, Italy","Via Mar Grande, 9, 74121 Taranto TA, Italy",327 212 8759,,,4.4,40.0,bar,,,,,,
Ploom Store - Bar Tabacchi 33,"Taranto, Italy","Piazza Maria Immacolata, 10/B, 74123 Taranto TA, Italy",099 224 0145,,,4.5,8.0,bar,,,,,,
Bar. 028,"Taranto, Italy","Via Raimondello Orsini, 26, 74123 Taranto TA, Italy",099 470 0998,,,3.9,42.0,bar,,,,,,
Bar Biliardo,"Taranto, Italy","Corso Vittorio Emanuele II, 186, 74122 Taranto TA, Italy",099 731 3206,,,3.6,12.0,bar,,,,,,
Bar One,"Taranto, Italy","74123 Paolo VI, Province of Taranto, Italy",351 731 1871,,,4.5,100.0,bar,,,,,,
Bar Portorico,"Taranto, Italy","Via Anfiteatro, 118, 74123 Taranto TA, Italy",099 452 9495,,,3.9,20.0,bar,,,,,,
Milk & Coffee Bar Pasticceria F.lli. Andriani,"Taranto, Italy","Via Medaglie d'Oro, 96/98,100,102,104, 74121 Taranto TA, Italy",099 375982,,,4.7,188.0,bar,,,,,,
Bar C'Era Una Volta Il Caffe',"Taranto, Italy","V.le Liguria, 95/B, 74121 Taranto TA, Italy",099 730 2584,,,4.3,4.0,bar,,,,,,
Stefy bar,"Taranto, Italy","Via Scoglio del Tonno, 74121 Taranto TA, Italy",328 812 5874,,,4.5,11.0,bar,,,,,,
New Bar Trilogy,"Taranto, Italy","Via Regina Margherita, 28, 74123 Taranto TA, Italy",,,,4.9,7.0,bar,,,,,,
Binario Express: bar stazione Taranto,"Taranto, Italy","P.za della Libertà, 10, 74123 Taranto TA, Italy",,https://binarioexpress.com/,binarioexpress.com,4.8,23.0,bar,,https://www.facebook.com/profile.php?id=61567197659519,https://www.instagram.com/binarioexpress/,,,"048964 38, 049272 20, 0157934 25"
Crema & Cioccolato Bar Gelateria,"Taranto, Italy","Viale Magna Grecia, 225, 74121 Taranto TA, Italy",099 449 1046,,,4.5,98.0,bar,,,,,,
BAR Duomo,"Taranto, Italy","Via Duomo, 137, 74100 Taranto TA, Italy",099 470 6659,,,2.6,23.0,bar,,,,,,
